
1D adaptive Heat PDE test problem:
  diffusion coefficient:  k = 0.5
  initial N = 21
  iout          dt_old                 dt_new               ||u||_rms       N   NNI  NLI
   26  1.020418912796885e-03  3.914495444370698e-03  1.208648385046281e-02  34    5   38
   27  3.914495444370698e-03  3.863882286931051e-03  1.377924773409558e-02  34    5   84
   28  3.863882286931051e-03  1.038274714760042e-02  1.530185536938191e-02  34    5   56
   29  1.360176620570027e-03  1.360176620570027e-03  1.571740419935691e-02  36   15  253
   30  1.360176620570027e-03  3.718049191402758e-03  1.621136306383152e-02  36    5   30
   31  2.837822318796742e-03  2.837822318796742e-03  1.719177788722962e-02  38   10  143
   32  6.177970210396490e-04  6.177970210396490e-04  1.703691306320753e-02  40   15  262
   33  6.177970210396490e-04  1.089389875535287e-03  1.723540908001951e-02  40    5   48
   34  1.089389875535287e-03  3.084882969677359e-03  1.757916457809171e-02  40    5   51
   35  3.084882969677359e-03  9.131639131867601e-03  1.851042058223466e-02  40    5   92
   36  4.430287553772359e-03  4.430287553772359e-03  1.974580386096221e-02  40   10  210
   37  8.254493693173273e-04  8.254493693173273e-04  1.928534147606046e-02  44   15  272
   38  8.254493693173273e-04  8.254493693173273e-04  1.911245816897778e-02  46    5   54
   39  8.254493693173273e-04  2.238709929127993e-03  1.931449925848782e-02  46    5   47
   40  2.238709929127993e-03  7.775220584976580e-03  1.984552479988038e-02  46    5   68
   41  7.775220584976580e-03  7.775220584976580e-03  2.151294168495432e-02  46    5  105
   42  7.775220584976580e-03  6.522957826311401e-03  2.293975382111973e-02  46    5  105
   43  4.721265573927646e-03  4.721265573927646e-03  2.356613612510922e-02  48   10  210
   44  7.755337526444253e-04  7.755337526444253e-04  2.342057086024456e-02  50   15  276
   45  7.755337526444253e-04  1.468566068580706e-03  2.353685444774543e-02  50    5   60
   46  1.468566068580706e-03  3.476515405787215e-03  2.375204288731711e-02  50    5   72
   47  3.476515405787215e-03  3.476515405787215e-03  2.423750913011526e-02  50    5  105
   48  3.476515405787215e-03  6.943635313781074e-03  2.469173154090255e-02  50    5  100
   49  6.943635313781074e-03  6.943635313781074e-03  2.551425906536045e-02  50    5  105
   50  6.943635313781074e-03  1.474301191918625e-02  2.623651432955358e-02  50    5  105
   51  9.921839189087263e-03  9.921839189087263e-03  2.712025280362470e-02  50   10  210
   52  9.921839189087263e-03  1.580268700033764e-02  2.785793565266190e-02  50    5  105
   53  2.180489405382023e-03  2.180489405382023e-03  2.909883093803382e-02  54   10  210
   54  2.180489405382023e-03  4.228787834295254e-03  2.924271274426334e-02  54    5   85
   55  4.228787834295254e-03  1.251205217421426e-02  2.950664054232757e-02  54    5  105
   56  4.968246392834056e-03  4.968246392834056e-03  2.947322872918350e-02  56   10  210
   57  4.968246392834056e-03  1.527118734423644e-02  2.973360400223212e-02  56    5  100
   58  8.327380876442223e-03  8.327380876442223e-03  2.968010076867543e-02  58   10  210
   59  8.327380876442223e-03  7.478711684335794e-03  2.952999580561123e-02  60    5  105
   60  5.356543160857794e-03  5.356543160857794e-03  2.971903000660748e-02  60   10  210
   61  5.356543160857794e-03  5.093620613774273e-03  2.989239370254550e-02  60    5  105
   62  5.093620613774273e-03  4.899277340993237e-03  3.004407244253834e-02  60    5  105
   63  3.568768141620981e-03  3.568768141620981e-03  3.014320333696922e-02  60   10  210
   64  3.568768141620981e-03  6.289870511529061e-03  3.023702076917177e-02  60    5  105
   65  6.289870511529061e-03  6.289870511529061e-03  3.039041539664989e-02  60    5  105
   66  6.289870511529061e-03  1.681313164949089e-02  3.052995281817823e-02  60    5  105
   67  5.660886139445665e-03  5.660886139445665e-03  3.064494886978061e-02  60   10  210
   68  5.660886139445665e-03  1.051736559841999e-02  3.075093490751087e-02  60    5  105
   69  1.051736559841999e-02  2.210428261791293e-02  3.092688031772592e-02  60    5  105
   70  6.017471517259606e-03  6.017471517259606e-03  3.101680689848518e-02  60   10  210
   71  6.017471517259606e-03  4.211831406700912e-02  3.109990078594980e-02  60    5   96
   72  1.198337638691349e-02  1.198337638691349e-02  3.124766713052731e-02  60   10  210
   73  1.198337638691349e-02  1.198337638691349e-02  3.137543335068138e-02  60    5  105
   74  1.198337638691349e-02  1.153217262445483e-02  3.148704477299122e-02  60    5  105
   75  9.520858182235687e-03  9.520858182235687e-03  3.156609447599912e-02  60   10  210
   76  9.520858182235687e-03  9.520858182235687e-03  3.163782583720157e-02  60    5  105
   77  9.520858182235687e-03  9.520858182235687e-03  3.170335983814169e-02  60    5  105
   78  5.719832779983372e-03  5.719832779983372e-03  3.173999112983048e-02  60   10  210
   79  5.719832779983372e-03  1.447857267596991e-02  3.177483954973093e-02  60    5  105
   80  1.447857267596991e-02  1.447857267596991e-02  3.185589255460909e-02  60    5  105
   81  9.244605719370911e-03  9.244605719370911e-03  3.190292071165471e-02  60   10  210
   82  9.244605719370911e-03  1.632675597391155e-02  3.194675502790354e-02  60    5  105
   83  1.632675597391155e-02  2.713070701696893e-02  3.201742442842393e-02  60    5  105
   84  6.539370591618536e-03  6.539370591618536e-03  3.204353362173484e-02  60   10  210
   85  6.539370591618536e-03  1.852549794295438e-02  3.206856750363896e-02  60    5  105
   86  1.852549794295438e-02  5.404710114686869e-02  3.213411059916594e-02  60    5  105
   87  2.142080613627141e-02  2.142080613627141e-02  3.220126781486186e-02  60   10  210
   88  1.135267373804859e-02  1.135267373804859e-02  3.223372062598841e-02  60   10  210
   89  1.135267373804859e-02  1.135267373804859e-02  3.226413381000911e-02  60    5  105
   90  1.135267373804859e-02  1.135267373804859e-02  3.229280927126776e-02  60    5  105
   91  7.763699455820994e-03  7.763699455820994e-03  3.231136807930362e-02  60   10  210
   92  7.763699455820994e-03  7.763699455820994e-03  3.232921215215016e-02  60    5  105
   93  7.763699455820994e-03  1.199795729559677e-02  3.234638928110415e-02  60    5  105
   94  5.235012587286259e-03  5.235012587286259e-03  3.235757086782848e-02  60   10  210
   95  5.235012587286259e-03  5.235012587286259e-03  3.236844604433838e-02  60    5  105
   96  5.235012587286259e-03  5.235012587286259e-03  3.237907605111271e-02  60    5  104
   97  5.235012587286259e-03  1.495403963479500e-02  3.238940609221806e-02  60    5  105
   98  5.275185403225423e-03  5.275185403225423e-03  3.239954548398436e-02  60   10  206
   99  3.379225802563989e-03  3.379225802563989e-03  3.240589336608056e-02  60   10  210
  100  3.379225802563989e-03  7.631428764901912e-03  3.241213975232343e-02  60    5  104
  101  7.631428764901912e-03  1.941896149709035e-02  3.242586309851038e-02  60    5  105
  102  8.820084466053578e-03  8.820084466053578e-03  3.244108795801796e-02  60   10  210
  103  8.820084466053578e-03  2.976425222972789e-02  3.245566378997087e-02  60    5  105
  104  8.088379202522297e-03  8.088379202522297e-03  3.246848337453854e-02  60   10  210
  105  8.088379202522297e-03  1.667152312436758e-02  3.248080607837103e-02  60    5  105
  106  1.271623322341487e-02  1.271623322341487e-02  3.249921567189129e-02  60   10  210
  107  5.613595684798364e-03  5.613595684798364e-03  3.250698413832014e-02  60   10  210
  108  5.613595684798364e-03  5.613595684798364e-03  3.251454463757778e-02  60    5  105
  109  5.613595684798364e-03  5.277737728525677e-03  3.252191055958800e-02  60    5  105
  110  5.277737728525677e-03  5.277737728525677e-03  3.252865315875569e-02  60    5  105
  111  5.277737728525677e-03  5.277737728525677e-03  3.253519012998884e-02  60    5  105
  112  5.277737728525677e-03  1.332326355982445e-02  3.254159004453692e-02  60    5  105
  113  6.943029586439078e-03  6.943029586439078e-03  3.254975671656601e-02  60   10  210
  114  6.943029586439078e-03  2.208726403660572e-02  3.255765746281979e-02  60    5  105
  115  1.422120586189332e-02  1.422120586189332e-02  3.257304416097162e-02  60   10  210
  116  1.422120586189332e-02  1.422120586189332e-02  3.258738645430331e-02  60    5  105
  117  1.422120586189332e-02  1.422120586189332e-02  3.260076336199079e-02  60    5  105
  118  1.422120586189332e-02  1.422120586189332e-02  3.261324918643985e-02  60    5  105
  119  1.422120586189332e-02  1.422120586189332e-02  3.262490167483053e-02  60    5  105
  120  1.422120586189332e-02  1.345992408270536e-02  3.263578264671559e-02  60    5  105
  121  9.051041367616031e-03  9.051041367616031e-03  3.264231968059157e-02  60   10  210
  122  9.051041367616031e-03  1.869001742774588e-02  3.264860251103606e-02  60    5  105
  123  1.176694882043286e-02  1.176694882043286e-02  3.265634575531007e-02  60   10  210
  124  1.176694882043286e-02  3.305182912285479e-02  3.266365953207346e-02  60    5  105
  125  2.140600076044599e-02  2.140600076044599e-02  3.267591465457092e-02  60   10  210
  126  1.740054180071375e-02  1.740054180071375e-02  3.268503939094956e-02  60   10  210
  127  1.740054180071375e-02  1.740054180071375e-02  3.269335394388368e-02  60    5  105
  128  8.859849049156758e-03  8.859849049156758e-03  3.269731365865426e-02  60   10  210
  129  8.859849049156758e-03  1.630157486322001e-02  3.270113008378508e-02  60    5  105
  130  1.117359793633079e-02  1.117359793633079e-02  3.270572317954664e-02  60   10  210
  131  1.117359793633079e-02  1.117359793633079e-02  3.271001493339285e-02  60    5  105
  132  1.117359793633079e-02  1.117359793633079e-02  3.271415613035509e-02  60    5  105
  133  9.329064930462861e-03  9.329064930462861e-03  3.271741483040878e-02  60   10  210
  134  9.329064930462861e-03  9.329064930462861e-03  3.272054578398213e-02  60    5  105
  135  9.329064930462861e-03  9.329064930462861e-03  3.272350518971827e-02  60    5  105
  136  9.329064930462861e-03  2.145715233641442e-02  3.272635195289384e-02  60    5  105
  137  1.586566113391242e-02  1.586566113391242e-02  3.273077487153316e-02  60   10  210
  138  1.586566113391242e-02  1.458648784210792e-02  3.273508047414658e-02  60    5  105
  139  1.458648784210792e-02  1.458648784210792e-02  3.273865772576992e-02  60    5  105
  140  1.458648784210792e-02  2.206856531040743e-02  3.274202960608737e-02  60    5  105
  141  2.206856531040743e-02  1.941624780180602e-02  3.274671315015852e-02  60    5  105
  142  1.941624780180602e-02  1.941624780180602e-02  3.275032450261892e-02  60    5  105
  143  1.941624780180602e-02  1.941624780180602e-02  3.275372220377221e-02  60    5  105
  144  1.941624780180602e-02  2.036858680800389e-03  3.275673499956878e-02  60    5  105
  145  2.036858680800389e-03  2.036858680800389e-03  3.275702556168923e-02  60    5   73
 ----------------------------------------------------------------------------------------
 Final solver statistics:
   Total number of time steps = 145
   Total nonlinear iterations = 970
   Total linear iterations    = 17434

